timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2023-04-27T14:41:54,codecarbon,4e7c8a7e-96d8-474d-872f-f231355a7957,3115.9699079990387,0.0134396458921715,0.0043131500909782,0.0,38.039,236.18076181411743,0,0.0404330440719038,0.2039241539675787,0.244357198039483,France,FRA,île-de-france,,,Linux-4.19.0-13-amd64-x86_64-with-glibc2.35,3.10.9,56,Intel(R) Xeon(R) CPU E5-2660 v4 @ 2.00GHz,1,1 x Tesla T4,2.4075,48.8323,629.8153648376465,machine,N
2023-04-27T15:35:11,codecarbon,c4883bd9-f08f-4fa4-b29a-781d180506fe,3122.45276427269,0.01344011719417073,0.004304346041020519,0.0,44.315,236.18076181411743,0,0.03995301789328527,0.20441274927345524,0.24436576716674055,France,FRA,île-de-france,,,Linux-4.19.0-13-amd64-x86_64-with-glibc2.35,3.10.9,56,Intel(R) Xeon(R) CPU E5-2660 v4 @ 2.00GHz,1,1 x Tesla T4,2.4075,48.8323,629.8153648376465,machine,N
